protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)[C@H]1CCn2nccc2C1,Ki,10000,5
Dopamine RECEPTOR D2,8IRS,CCCN1CCC(CC1)c1cccc(c1)S(C)(=O)=O,Ki,10000,5
Dopamine RECEPTOR D2,8IRS,COc1cc2ccccc2cc1C(=O)OCC1CCN(Cc2ccccc2)C1,Ki,10000,5
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1-c1ccc(cc1)C(N)=O,Ki,9990,5.000434512
Dopamine RECEPTOR D2,8IRS,Clc1ccc2Nc3ncccc3N=C(N3CCN(Cc4ccccc4)CC3)c2c1,Ki,9943,5.002482561
Dopamine RECEPTOR D2,8IRS,Fc1cccc(CCCN2CCCC2)c1,Ki,9914,5.003751085
Dopamine RECEPTOR D2,8IRS,C(Cc1ccccn1)N[C@@H]1C2C3CC4C5CC(C2C35)C14,Ki,9906,5.004101676
Dopamine RECEPTOR D2,8IRS,Clc1cccc(N2CCN(CCNC(=O)c3ccc(cc3)C#Cc3ccccc3)CC2)c1Cl,Ki,9900,5.004364805
Dopamine RECEPTOR D2,8IRS,Fc1ccc(cc1)N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,Ki,9900,5.004364805
Dopamine RECEPTOR D2,8IRS,C(N1CCC(CC1)n1cccc1)c1ccccc1,Ki,9800,5.008773924
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCC3(CC2)CCN(CC3)c2ccc(F)cc2)nnc1-c1ccccc1,Ki,9792,5.009128595
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCC3(CC2)CCN(CC3)c2ccc(F)cc2)nnc1-c1ccccc1,Ki,9792,5.009128595
Dopamine RECEPTOR D2,8IRS,CCc1cc(Cl)c(OC)c(c1)N1CCN(CC(F)CCNC(=O)c2cc3ccccc3o2)CC1,Ki,9740,5.011441043
Dopamine RECEPTOR D2,8IRS,C(CCc1cc(\C=C\c2ccccc2)no1)CN1CCN(CC1)c1ccccc1,Ki,9724,5.01215505
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)CCCCNC(=O)c1ccc(cc1)-c1ccccc1,Ki,9700,5.013228266
Dopamine RECEPTOR D2,8IRS,CCOCCOCc1ccc(N2CCN(CCCCNC(=O)c3ccccc3)CC2)c(OC)c1,Ki,9700,5.013228266
Dopamine RECEPTOR D2,8IRS,Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F,Ki,9600,5.017728767
Dopamine RECEPTOR D2,8IRS,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,Ki,9550,5.019996628
Dopamine RECEPTOR D2,8IRS,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCCCCNC(=O)\N=C(/N)NCCCc1nnc(N)s1,Ki,9550,5.019996628
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2cnn3c(C=O)cccc23)CC1,Ki,9500,5.022276395
Dopamine RECEPTOR D2,8IRS,O=C(NC[C@@H]1C[C@H]1CN1CCc2cc(ccc2C1)C#N)c1ccnc2ccccc12,Ki,9500,5.022276395
Dopamine RECEPTOR D2,8IRS,CCCN1CCO[C@H]2[C@H]1COc1ccc(OCCCCNC(=O)c3cc4ccccc4o3)cc21,Ki,9450,5.024568191
Dopamine RECEPTOR D2,8IRS,Oc1ccc2OC[C@H]3[C@H](OCCN3CCCCNC(=O)c3cc4ccccc4[nH]3)c2c1,Ki,9420,5.025949097
Dopamine RECEPTOR D2,8IRS,Oc1ccc2NCCc2c1,Ki,9400,5.026872146
Dopamine RECEPTOR D2,8IRS,C[C@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,9395,5.027103216
Dopamine RECEPTOR D2,8IRS,Cc1nc(ccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)n1C)C(O)=O,Ki,9333,5.029978734
Dopamine RECEPTOR D2,8IRS,CCn1cncc1-c1c[nH]c2ccc(Cl)c(F)c12,Ki,9333,5.029978734
Dopamine RECEPTOR D2,8IRS,Cn1cc2c(CCN(CCN3CCN(CC3)c3noc4ccccc34)C2=O)n1,Ki,9302,5.031423665
Dopamine RECEPTOR D2,8IRS,Cn1cc2c(CCN(CCN3CCN(CC3)c3noc4ccccc34)C2=O)n1,Ki,9302,5.031423665
Dopamine RECEPTOR D2,8IRS,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2ccc(Cl)cc2)c2ccccc12,Ki,9251,5.033811319
Dopamine RECEPTOR D2,8IRS,COc1ccccc1N1CCC2(CCN(CCCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,Ki,9248,5.033952179
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2cnn3c(C=O)cccc23)CC1,Ki,9200,5.036212173
Dopamine RECEPTOR D2,8IRS,FC(CCNC(=O)c1cc2ccccc2o1)CN1CCN(CC1)c1cccc(Cl)c1Cl,Ki,9163,5.037962313
Dopamine RECEPTOR D2,8IRS,CCCN1CCO[C@H]2[C@H]1COc1ccc(OCCCCNC(=O)c3ccc4scnc4c3)cc21,Ki,9160,5.038104526
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1-c1ccc(cc1)-n1cnnc1,Ki,9120,5.040005162
Dopamine RECEPTOR D2,8IRS,Cc1cc2[C@H]3[C@@H](CCc4cc(O)c(O)cc34)NCc2nc1C,Ki,9100,5.040958608
Dopamine RECEPTOR D2,8IRS,COc1ccc(cc1)N1CCN(Cc2c(C)nc3cc(C)ncn23)CC1,Ki,9100,5.040958608
Dopamine RECEPTOR D2,8IRS,OC1(CCNCC1)c1ccc(Cl)cc1,Ki,9090,5.041436117
Dopamine RECEPTOR D2,8IRS,COc1ccccc1N1CCC2(CCN(CCSc3nnc(-c4ccccc4)n3C)CC2)CC1,Ki,9004,5.045564514
Dopamine RECEPTOR D2,8IRS,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Ki,9000,5.045757491
Dopamine RECEPTOR D2,8IRS,Oc1cc(CN2CCN(CC2)c2ccc3OCCOc3c2)ccc1F,Ki,9000,5.045757491
Dopamine RECEPTOR D2,8IRS,CN(C)CCCN1c2ccccc2\C=C/c2ccccc2C1=O,Ki,9000,5.045757491
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2cc[nH]c2C=C(C#N)C#N)CC1,Ki,8950,5.048176965
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1C1CCCCC1,Ki,8913,5.049976093
Dopamine RECEPTOR D2,8IRS,Oc1ccc(N2CCCNCC2)c2OCC(=O)Nc12,Ki,8900,5.050609993
Dopamine RECEPTOR D2,8IRS,Fc1ccc(cc1)C(SCCNC1CCN(CC1)C(=O)c1ccc(F)cc1)c1ccc(F)cc1,Ki,8830,5.054039296
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)CCCCNC(=O)c1ccc(cc1)-c1ccccc1,Ki,8800,5.055517328
Dopamine RECEPTOR D2,8IRS,Oc1cc2CCNCC(c3ccccc3)c2cc1O,Ki,8800,5.055517328
Dopamine RECEPTOR D2,8IRS,O\N=C\c1c(CN2CCN(CC2)c2ccccc2)[nH]c2ccccc12,Ki,8800,5.055517328
Dopamine RECEPTOR D2,8IRS,Fc1ccc(cc1)C1=COC2(CCCN(Cc3ccccc3)C2)CC1=O,Ki,8780,5.056505484
Dopamine RECEPTOR D2,8IRS,Nc1nc(NCCNc2ccccc2)nc(NCCc2c[nH]c3ccccc23)n1,Ki,8749,5.058041583
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1-c1ccsc1,Ki,8710,5.059981845
Dopamine RECEPTOR D2,8IRS,CCn1cncc1-c1c[nH]c2ccc(cc12)C(F)(F)F,Ki,8710,5.059981845
Dopamine RECEPTOR D2,8IRS,CC1CN(CCCn2c3ccccc3c3ccccc23)CC(C)N1,Ki,8700,5.060480747
Dopamine RECEPTOR D2,8IRS,FC(F)(F)c1cc(Oc2nccc3ccsc23)ccc1-c1cccc2nccn12,Ki,8700,5.060480747
Dopamine RECEPTOR D2,8IRS,C(NC1CCN(Cc2ccccc2)CC1)c1coc(n1)-c1ccccc1,Ki,8650,5.062983893
Dopamine RECEPTOR D2,8IRS,COc1ccc(cc1)[C@@H]1C[C@H]1NCCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,Ki,8640,5.063486258
Dopamine RECEPTOR D2,8IRS,C[C@H]1CN(CC(=O)N2CCc3ccccc23)C[C@@H](C)N1Cc1ccc(Cl)cc1,Ki,8620,5.064492734
Dopamine RECEPTOR D2,8IRS,Cc1nc2cc(C)nc(C)n2c1CN1CCN(CC1)c1ccccc1,Ki,8600,5.065501549
Dopamine RECEPTOR D2,8IRS,C(N1CCC(CC1)n1cccc1)c1ccccc1,Ki,8500,5.070581074
Dopamine RECEPTOR D2,8IRS,Ic1cccn1C1CCN(Cc2ccccc2)CC1,Ki,8500,5.070581074
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)C1CCn2nccc2C1,Ki,8500,5.070581074
Dopamine RECEPTOR D2,8IRS,O=C(NCCCCN1CCN(CC1)c1ccccc1)c1ccc(cc1)-c1ccsc1,Ki,8434,5.073966403
Dopamine RECEPTOR D2,8IRS,COc1ccc(cc1)C1=CC(=O)C2(CCN(CCc3ccccc3)CC2)O1,Ki,8400,5.075720714
Dopamine RECEPTOR D2,8IRS,CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccc1)C1CCn2ncc(C=O)c2C1,Ki,8400,5.075720714
Dopamine RECEPTOR D2,8IRS,Cc1cc2c(noc2cc1F)C1CCN(CCN2CCc3cccnc3C2=O)CC1,Ki,8390,5.076238039
Dopamine RECEPTOR D2,8IRS,Cc1cc2c(noc2cc1F)C1CCN(CCN2CCc3cccnc3C2=O)CC1,Ki,8390,5.076238039
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(CCCC(=O)c2nc3ccccc3s2)CC1,Ki,8355,5.078053546
Dopamine RECEPTOR D2,8IRS,Nc1nc(NCCc2c[nH]c3ccccc23)nc(n1)N1CCN(CC1)c1ccccc1,Ki,8333,5.079198618
Dopamine RECEPTOR D2,8IRS,C(N1CCC(CC1)n1cccc1C#Cc1ccccc1)c1ccccc1,Ki,8300,5.080921908
Dopamine RECEPTOR D2,8IRS,Oc1ccc(N2CCNCC2)c2OCC(=O)Nc12,Ki,8300,5.080921908
Dopamine RECEPTOR D2,8IRS,CCCCN1CCc2cc(ccc2C1)C#N,Ki,8300,5.080921908
Dopamine RECEPTOR D2,8IRS,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCOCCF)nn2)CC1,Ki,8300,5.080921908
Dopamine RECEPTOR D2,8IRS,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,Ki,8300,5.080921908
Dopamine RECEPTOR D2,8IRS,C[C@H]1CO[C@H](CN1CC1CC1CCNC(=O)c1cc2ccccc2[nH]1)c1ccc(N)nc1,Ki,8280,5.081969663
Dopamine RECEPTOR D2,8IRS,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)C2)co1,Ki,8250,5.083546051
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)c1ccc(cn1)C1CN(CCC)[C@@H](C)CO1,Ki,8240,5.084072788
Dopamine RECEPTOR D2,8IRS,NCCCCCCn1cc(CCCCN2CCC(CC2)c2ccc(cc2)-c2cc(cc3cc(ccc23)-c2ccc(cc2)C(F)(F)F)C(O)=O)nn1,Ki,8210,5.085656843
Dopamine RECEPTOR D2,8IRS,CCCCSC1=CCc2ccc(cc12)\N=C\N1CCc2cc(OC)c(OC)cc2C1,Ki,8200,5.086186148
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,Ki,8200,5.086186148
Dopamine RECEPTOR D2,8IRS,CN(C)C(=O)c1cnc2n(C)nc(C)c2c1NCCCN1CCN(CC1)c1ccccc1OCC(F)(F)F,Ki,8100,5.091514981
Dopamine RECEPTOR D2,8IRS,Clc1ccc(CN2CCN(CCn3c4ccccc4oc3=O)CC2)cc1,Ki,8053,5.094042301
Dopamine RECEPTOR D2,8IRS,CN(C)C(=O)C(CCN[C@@H]1C[C@H]1c1ccc(F)cc1)(c1ccccc1)c1ccccc1,Ki,8010,5.096367484
Dopamine RECEPTOR D2,8IRS,COC(=O)c1ccc(cc1)-c1nc2ccccc2n1Cc1ccc(Cl)cc1,Ki,8000,5.096910013
Dopamine RECEPTOR D2,8IRS,FC(F)(F)c1ccc(cc1)-c1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)C1,Ki,8000,5.096910013
Dopamine RECEPTOR D2,8IRS,N#Cc1c[nH]c(CN2CCN(CC2)c2ccccc2)c1,Ki,8000,5.096910013
Dopamine RECEPTOR D2,8IRS,Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,Ki,8000,5.096910013
Dopamine RECEPTOR D2,8IRS,Oc1cc2[C@H](C[NH2+]CCc2c(Cl)c1O)c1ccccc1,Ki,8000,5.096910013
Dopamine RECEPTOR D2,8IRS,CN1CCN(CC1)c1ccc2nc(CN3CCN(CC3)c3ccc(Cl)c(Cl)c3)cn2n1,Ki,8000,5.096910013
Dopamine RECEPTOR D2,8IRS,CN1CCc2ccc3[C@@H](NC(C)=O)c4cccc5C[C@@H]1c2c3-c45,Ki,7980,5.097997109
Dopamine RECEPTOR D2,8IRS,C(NCc1csc(n1)-c1ccccc1)[C@@H]1CCN(Cc2ccccc2)C1,Ki,7950,5.099632871
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1-c1ccsc1,Ki,7943,5.100015437
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1-c1nccs1,Ki,7943,5.100015437
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1C1CCCCC1,Ki,7943,5.100015437
Dopamine RECEPTOR D2,8IRS,CCCN1CCO[C@H]2[C@H]1CCc1ccc(cc21)C(=O)NC,Ki,7943,5.100015437
Dopamine RECEPTOR D2,8IRS,COc1cc2ccccc2cc1OC(=O)CC1CCN(Cc2ccccc2)CC1,Ki,7943,5.100015437
Dopamine RECEPTOR D2,8IRS,NCCc1ccc(O)c(O)c1,Ki,7940,5.100179498
Dopamine RECEPTOR D2,8IRS,CCCCc1nc2cc(ccc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)S(=O)(=O)NC(C)(C)C,Ki,7930,5.100726813
Dopamine RECEPTOR D2,8IRS,CCCCc1nc2cc(ccc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)S(N)(=O)=O,Ki,7920,5.101274818
Dopamine RECEPTOR D2,8IRS,C(NCc1csc(n1)-c1ccccc1)[C@@H]1CCN(Cc2ccccc2)C1,Ki,7900,5.102372909
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2cc3cc(ccc3[nH]2)C#N)CC1,Ki,7900,5.102372909
Dopamine RECEPTOR D2,8IRS,CN(C)Cc1cccc(CN\C=C2\C(=O)NC(=O)c3ccccc23)c1,Ki,7881,5.103418672
Dopamine RECEPTOR D2,8IRS,Fc1ccc2onc(C3CCN(CCN4CCc5cccnc5C4=O)CC3)c2c1,Ki,7834,5.106016433
Dopamine RECEPTOR D2,8IRS,Fc1ccc2onc(C3CCN(CCN4CCc5cccnc5C4=O)CC3)c2c1,Ki,7834,5.106016433
Dopamine RECEPTOR D2,8IRS,Cc1ccc(cc1)C1CCN(CC(=O)Nc2cccc(C)c2)CC1,Ki,7824,5.106571158
Dopamine RECEPTOR D2,8IRS,N#CC(=Cc1cccn1C1CCN(Cc2ccccc2)CC1)C#N,Ki,7800,5.107905397
Dopamine RECEPTOR D2,8IRS,CN1CCN(CC1)c1ccc2nc(CN3CCN(CC3)c3ccc(Cl)c(Cl)c3)cn2n1,Ki,7800,5.107905397
Dopamine RECEPTOR D2,8IRS,O[C@@H](COC[C@@H]1CCCO1)CN1CCN(CC1)c1ccccc1F,Ki,7745,5.110978578
Dopamine RECEPTOR D2,8IRS,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCF)nn2)CC1,Ki,7700,5.113509275
Dopamine RECEPTOR D2,8IRS,O=C1C(=COC11CCN(Cc2ccco2)CC1)c1ccccc1,Ki,7630,5.117475462
Dopamine RECEPTOR D2,8IRS,O=C1CC2(CCN(CCc3ccccc3)CC2)OC(=C1)c1ccco1,Ki,7600,5.119186408
Dopamine RECEPTOR D2,8IRS,Fc1ccc(CN2CCN(CC2)c2ccc3OCCOc3c2)cc1,Ki,7600,5.119186408
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2cc3cc(ccc3[nH]2)C#N)CC1,Ki,7600,5.119186408
Dopamine RECEPTOR D2,8IRS,FC(F)(F)c1cc(Oc2nccc3occc23)ccc1-c1cccc2nccn12,Ki,7600,5.119186408
Dopamine RECEPTOR D2,8IRS,Cc1nc(ccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)n1C)C(O)=O,Ki,7586,5.119987162
Dopamine RECEPTOR D2,8IRS,CCCN1CCO[C@@H]2[C@@H]1COc1ccc(O)cc21,Ki,7580,5.120330794
Dopamine RECEPTOR D2,8IRS,CCCN1CCC(CC1)c1cccc(c1)S(C)(=O)=O,Ki,7521,5.123724411
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCC3(CC2)CCN(CC3)c2cccc(Cl)c2Cl)nnc1-c1ccccc1,Ki,7501,5.124880835
Dopamine RECEPTOR D2,8IRS,COc1ccc(NCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,Ki,7500,5.124938737
Dopamine RECEPTOR D2,8IRS,CN1CCN(CCCN2c3ccccc3\C=C/c3ccccc3C2=O)CC1,Ki,7500,5.124938737
Dopamine RECEPTOR D2,8IRS,CCCN1CCC(CC1)c1cccc(c1)S(C)(=O)=O,Ki,7500,5.124938737
Dopamine RECEPTOR D2,8IRS,COc1cccc(c1)C(=O)NCCN1CCN(CC1)c1ccc(C)cc1,Ki,7460,5.127261173
Dopamine RECEPTOR D2,8IRS,FC(F)(F)c1cccc(n1)N1CCN(CCC2(CCOCC2)c2ccccn2)CC1,Ki,7460,5.127261173
Dopamine RECEPTOR D2,8IRS,Fc1ccc(cc1)C(SCCNC1CCN(CC1)C(=O)c1ccc(F)cc1F)c1ccc(F)cc1,Ki,7440,5.128427064
Dopamine RECEPTOR D2,8IRS,COc1ccccc1N1CCN(CCCNc2ncccc2C(=O)N(C)C)CC1,Ki,7400,5.13076828
Dopamine RECEPTOR D2,8IRS,FCC(CCNC(=O)c1cc2ccccc2o1)N1CCN(CC1)c1cccc(Cl)c1Cl,Ki,7400,5.13076828
Dopamine RECEPTOR D2,8IRS,CC(C)C(=O)Nc1ccc(C)c(c1)C1CCN(Cc2ccc(Oc3ccc(F)c(F)c3)cc2)CC1,Ki,7400,5.13076828
Dopamine RECEPTOR D2,8IRS,OC[C@H]1[C@H]2CN(Cc3ccccc3)[C@@H]([C@H]2[C@@H]1N1CCCC1)c1ccccc1,Ki,7400,5.13076828
Dopamine RECEPTOR D2,8IRS,CCCN1CCc2cccc-3c2[C@H]1Cc1cccc(OCCCn2cc(CCN4CCN(CC4)c4ccccc4OC)nn2)c-31,Ki,7384,5.131708312
Dopamine RECEPTOR D2,8IRS,O[C@@H]1[C@@H]2CCC[C@]1(CCN2C\C=C\c1ccccc1)c1cccc(O)c1,Ki,7380,5.131943638
Dopamine RECEPTOR D2,8IRS,COc1ccc2C(Cc3ccccc3C)N(C)CCc2c1,Ki,7371,5.132473589
Dopamine RECEPTOR D2,8IRS,CN1c2ccccc2CCC(N2CCN(Cc3ccc(Cl)cc3)CC2)C1=O,Ki,7367,5.13270933
Dopamine RECEPTOR D2,8IRS,Clc1ccc(cc1)N1CCN(Cc2c[nH]c(C=C(C#N)C#N)c2)CC1,Ki,7350,5.133712661
Dopamine RECEPTOR D2,8IRS,CN(C)C(=O)C(CCN(CCO)[C@@H]1C[C@H]1c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,Ki,7330,5.134896025
Dopamine RECEPTOR D2,8IRS,COc1ccccc1N1CCN(CCCNc2cc(C)ccc2C(=O)N(C)C)CC1,Ki,7300,5.13667714
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)C1CCC(CC1)=C(C#Cc1ccccc1)C#Cc1ccccc1,Ki,7300,5.13667714
Dopamine RECEPTOR D2,8IRS,Cc1cc(nc(Nc2ccccc2-c2nnn[nH]2)n1)C(F)(F)F,Ki,7300,5.13667714
Dopamine RECEPTOR D2,8IRS,FC(F)(F)c1cc(N2CCN(CCCCNC(=O)N3CCN(CC3)c3ccccc3)CC2)c2ccccc2n1,Ki,7249,5.1397219
Dopamine RECEPTOR D2,8IRS,FC(F)(F)c1cc(N2CCN(CCCCNC(=O)N3CCN(CC3)c3ccccc3)CC2)c2ccccc2n1,Ki,7249,5.1397219
Dopamine RECEPTOR D2,8IRS,Cn1c(SCCCN2CCOC(C2)c2ccc(cc2)C(F)(F)F)nnc1-c1nccs1,Ki,7244,5.140021558
Dopamine RECEPTOR D2,8IRS,O=S(=O)(NCCCN1CCN(CC1)c1noc2ccccc12)c1ccc2ccccc2c1,Ki,7200,5.142667504
Dopamine RECEPTOR D2,8IRS,O=C1C=C(OC11CCN(CCc2ccccc2)CC1)c1ccccc1,Ki,7180,5.143875556
Dopamine RECEPTOR D2,8IRS,C[C@H]1CO[C@@H](CN1)c1ccc(N)nc1,Ki,7100,5.148741651
Dopamine RECEPTOR D2,8IRS,CCn1cncc1-c1c[nH]c2ccc(I)c(F)c12,Ki,7080,5.149966742
Dopamine RECEPTOR D2,8IRS,Cl.COc1ccc2n(cc(-c3cnc(N)[nH]3)c2c1)S(=O)(=O)c1cccc(F)c1,Ki,7079,5.150028088
Dopamine RECEPTOR D2,8IRS,COc1c(ccc2ccccc12)C(=O)NCCN1CCN(CC1)c1ccccc1,Ki,7000,5.15490196
Dopamine RECEPTOR D2,8IRS,OC[C@H]1[C@H]2CN(Cc3ccccc3)[C@@H]([C@H]2[C@@H]1N1CCCCC1)c1ccccc1,Ki,7000,5.15490196
Dopamine RECEPTOR D2,8IRS,O=C1N(CCN2CCN(CC2)c2nsc3ccccc23)CCCc2nc[nH]c12,Ki,6945,5.15832775
Dopamine RECEPTOR D2,8IRS,O=C1N(CCN2CCN(CC2)c2nsc3ccccc23)CCCc2nc[nH]c12,Ki,6945,5.15832775
Dopamine RECEPTOR D2,8IRS,OCC(CN1C(=O)[C@H]2CCCC[C@H]2C1=O)N1CCC(CC1)c1noc2cc(F)ccc12,Ki,6912,5.160396271
Dopamine RECEPTOR D2,8IRS,COC[C@@H](C)N1CCN(CC1)c1cccc(F)c1C#N,Ki,6912,5.160396271
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,Ki,6900,5.161150909
Dopamine RECEPTOR D2,8IRS,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,Ki,6900,5.161150909
Dopamine RECEPTOR D2,8IRS,Oc1ccc(N2CCNCC2)c2OCCOc12,Ki,6900,5.161150909
Dopamine RECEPTOR D2,8IRS,Cc1ccc2nc(CCCN3CCC(CC3)c3ccccn3)sc2c1,Ki,6890,5.161780778
Dopamine RECEPTOR D2,8IRS,Oc1cc2OC[C@@H]3NCc4ccccc4[C@H]3c2cc1O,Ki,6800,5.167491087
Dopamine RECEPTOR D2,8IRS,CC1(NC(=O)N(CC(O)CN2CCN(CC2)c2ccc(F)cc2F)C1=O)c1ccc(F)cc1,Ki,6790,5.168130226
Dopamine RECEPTOR D2,8IRS,COc1ccc(cc1C)-c1nc(CN(C)C[C@@H]2Cc3ccccc3O2)c(C)o1,Ki,6787,5.168322151
Dopamine RECEPTOR D2,8IRS,C[C@H]1CN(Cc2ccc(Cl)cc2)[C@H](C)CN1CC(=O)N1CCc2ccccc12,Ki,6740,5.171340103
Dopamine RECEPTOR D2,8IRS,CCCN1CCO[C@H]2[C@H]1COc1ccc(OCCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)cc21,Ki,6710,5.17327748
Dopamine RECEPTOR D2,8IRS,COc1cc(F)ccc1N1CCN(CCCNc2ncccc2C(=O)N(C)C)CC1,Ki,6700,5.173925197
Dopamine RECEPTOR D2,8IRS,Clc1ccc(Cn2c(SCc3ccccc3)nc3ccccc23)cc1,Ki,6700,5.173925197
