protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D1,8IRR,Clc1ccc(cc1)N1CCN(CCCCCc2nc3ccccc3o2)CC1,Ki,7939,5.100234198
Dopamine RECEPTOR D1,8IRR,CN1CCN(CC1)c1ccc(O)c2OCCOc12,Ki,7700,5.113509275
Dopamine RECEPTOR D1,8IRR,NCCCCCCn1cc(CCCCN2CCC(CC2)c2ccc(cc2)-c2cc(cc3cc(ccc23)-c2ccc(cc2)C(F)(F)F)C(O)=O)nn1,Ki,7600,5.119186408
Dopamine RECEPTOR D1,8IRR,CC(C)(C)c1nc(cc(n1)C(F)(F)F)N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1,Ki,7500,5.124938737
Dopamine RECEPTOR D1,8IRR,COc1ccc2cccc(N3CCN(CCCCn4ncc(=O)n(C)c4=O)CC3)c2c1,Ki,7396,5.131003098
Dopamine RECEPTOR D1,8IRR,Clc1cccc(c1)N1CCNCC1,Ki,7000,5.15490196
Dopamine RECEPTOR D1,8IRR,CCN(CC)[C@@H]1[C@@H](CO)[C@H]2CN(Cc3ccccc3)[C@@H]([C@@H]12)c1ccc(Br)cc1,Ki,7000,5.15490196
Dopamine RECEPTOR D1,8IRR,COc1cc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1,Ki,6800,5.167491087
Dopamine RECEPTOR D1,8IRR,CCc1cccc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)COC)CC2)c1Cl,Ki,6800,5.167491087
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3ccccc3s2)CC1,Ki,6650,5.177178355
Dopamine RECEPTOR D1,8IRR,CCCN(CCc1ccccc1)[C@@H]1CCc2c(O)cccc2C1,Ki,6500,5.187086643
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCNCC2)c2OCCOc12,Ki,6000,5.22184875
Dopamine RECEPTOR D1,8IRR,C(Cc1ccc2nn[nH]c2c1)N1CCN(CC1)c1cccc2ccccc12,Ki,5754,5.240030142
Dopamine RECEPTOR D1,8IRR,Cc1ccc(cc1)S([O-])(=O)=O.O=C(NCCCCN1CC[N+]2(CCOc3ccccc23)CC1)c1cc2ccccn2n1,Ki,5700,5.244125144
Dopamine RECEPTOR D1,8IRR,C[C@H]1CO[C@H](CN1C[C@H]1C[C@@H]1CCNC(=O)c1cc2ccccc2[nH]1)c1ccc(N)nc1,Ki,5630,5.249491605
Dopamine RECEPTOR D1,8IRR,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5500,5.259637311
Dopamine RECEPTOR D1,8IRR,CCN(CC)CCCC(C)Nc1cnc(cn1)C(=O)Nc1cc(F)cc2cccnc12,Ki,5474,5.261695207
Dopamine RECEPTOR D1,8IRR,CNCCCN1c2ccccc2CCc2ccccc12,Ki,5465,5.262409834
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,Ki,5400,5.26760624
Dopamine RECEPTOR D1,8IRR,C[NH+](C)C1CCc2cc(O)c(O)cc2C1,Ki,5400,5.26760624
Dopamine RECEPTOR D1,8IRR,CCc1cccc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)c3ccnc4ccccc34)CC2)c1Cl,Ki,5390,5.268411235
Dopamine RECEPTOR D1,8IRR,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Ki,5300,5.27572413
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCCOc12,Ki,5300,5.27572413
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3cc(F)ccc3[nH]2)CC1,Ki,5060,5.295849483
Dopamine RECEPTOR D1,8IRR,CCCOc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3ccccc3[nH]2)CC1,Ki,4960,5.304518324
Dopamine RECEPTOR D1,8IRR,CCCN(CCc1ccc(C)cc1)[C@@H]1CCc2c(O)cccc2C1,Ki,4900,5.30980392
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccn1)C[C@@H]1C[C@H]1c1cc(F)ccc1OC,Ki,4898,5.309981219
Dopamine RECEPTOR D1,8IRR,FC1(F)Oc2cccc(CN3CCN(CC3)C3=Nc4cc(Cl)ccc4N(NC(=O)c4ccccc4Cl)c4ccccc34)c2O1,Ki,4749,5.32339783
Dopamine RECEPTOR D1,8IRR,CN1CCCc2cc3OCOc3cc2-c2ccccc2CC1,Ki,4748,5.32348929
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,Ki,4700,5.327902142
Dopamine RECEPTOR D1,8IRR,Cc1cccc(N2CCN(CCc3ccc4nn[nH]c4c3)CC2)c1C,Ki,4677,5.33003263
Dopamine RECEPTOR D1,8IRR,O[C@H](CCNC(=O)c1cc2ccccc2[nH]1)CN1CCN(CC1)c1cccc(Cl)c1Cl,Ki,4630,5.334419009
Dopamine RECEPTOR D1,8IRR,O=C1CCCCCNC(=O)CCCCCN1,Ki,4600,5.337242168
Dopamine RECEPTOR D1,8IRR,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)CCc2ccc(O)c3[nH]c(=O)ccc23)nn1,Ki,4600,5.337242168
Dopamine RECEPTOR D1,8IRR,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,4600,5.337242168
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,Ki,4510,5.345823458
Dopamine RECEPTOR D1,8IRR,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc1ccccc1,Ki,4500,5.346787486
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCCOc12,Ki,4500,5.346787486
Dopamine RECEPTOR D1,8IRR,NCCc1ccc(O)c(O)c1,Ki,4470,5.349692477
Dopamine RECEPTOR D1,8IRR,NCCc1ccc(O)c(O)c1,Ki,4470,5.349692477
Dopamine RECEPTOR D1,8IRR,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c3cccc(Cl)c3Cl)cc12,Ki,4300,5.366531544
Dopamine RECEPTOR D1,8IRR,CCCN1CCc2cccc-3c2[C@H]1Cc1cccc(O)c-31,Ki,4300,5.366531544
Dopamine RECEPTOR D1,8IRR,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12,Ki,4240,5.372634143
Dopamine RECEPTOR D1,8IRR,CN1CCc2cc(SC[C@H](N)C(O)=O)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31,Ki,4200,5.37675071
Dopamine RECEPTOR D1,8IRR,CCCN1CCc2cccc-3c2[C@H]1Cc1cccc(OC(=O)NCc2ccccc2)c-31,Ki,4200,5.37675071
Dopamine RECEPTOR D1,8IRR,OC1(CC2CCC(C1)N2CCCSc1ccccc1F)c1ccc(Cl)cc1,Ki,4093,5.387958255
Dopamine RECEPTOR D1,8IRR,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN2CCCN(CC2)c2ccc(O)c3[nH]c(=O)ccc23)nn1,Ki,4000,5.397940009
Dopamine RECEPTOR D1,8IRR,C(Cc1ccc2[nH]cnc2c1)N1CCN(CC1)c1cccc2ccccc12,Ki,3981,5.400007822
Dopamine RECEPTOR D1,8IRR,OC1(CC2CCC(C1)N2Cc1coc2ccccc12)c1ccc(Cl)cc1,Ki,3930,5.40560745
Dopamine RECEPTOR D1,8IRR,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@@H]2COC(=CC2)C#C)nn1,Ki,3900,5.408935393
Dopamine RECEPTOR D1,8IRR,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,Ki,3849,5.414652089
Dopamine RECEPTOR D1,8IRR,COc1c(OCCF)cccc1[C@H](O)C1CCN(CCc2ccc(F)cc2)CC1,Ki,3828,5.417028071
Dopamine RECEPTOR D1,8IRR,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c3ccc(O)c4NC(=O)COc34)cc12,Ki,3800,5.420216403
Dopamine RECEPTOR D1,8IRR,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c3ccc(O)c4NC(=O)COc34)cc12,Ki,3800,5.420216403
Dopamine RECEPTOR D1,8IRR,FC(F)(F)Oc1cccc(CN2CCN(CC2)C2=Nc3cc(Cl)ccc3Nc3ccccc23)c1,Ki,3799,5.420330706
Dopamine RECEPTOR D1,8IRR,CCCN(CCc1ccc(Nc2ccc([N+]([O-])=O)c3n[o+][n-]c23)cc1)C1CCc2c(O)cccc2C1,Ki,3700,5.431798276
Dopamine RECEPTOR D1,8IRR,CCCN(CCCCOc1ccn2nccc2c1)[C@@H]1CCc2c(O)cccc2C1,Ki,3700,5.431798276
Dopamine RECEPTOR D1,8IRR,CN1CCc2cc(OCCF)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31,Ki,3700,5.431798276
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3cc(I)ccc3o2)CC1,Ki,3690,5.432973634
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccn1)CC1CC1c1ccc(F)cc1,Ki,3631,5.439973751
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(CCCCOc3ccn4nc(cc4c3)C#N)CC2)c1Cl,Ki,3500,5.455931956
Dopamine RECEPTOR D1,8IRR,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,3414,5.466736483
Dopamine RECEPTOR D1,8IRR,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,3388,5.470056598
Dopamine RECEPTOR D1,8IRR,CCC1(CCCCN2CCN(CC2)c2ccc(Cl)cc2)C(=O)Nc2cc(F)ccc12,Ki,3360,5.473660723
Dopamine RECEPTOR D1,8IRR,COc1ccc2[C@H]3C[C@@](O)(CCN3CCc2c1)c1ccc(Cl)cc1,Ki,3340,5.476253533
Dopamine RECEPTOR D1,8IRR,CCCN(CCCCNC(=O)\N=N\c1ccc(F)cc1)C1Cc2ccccc2C1,Ki,3300,5.48148606
Dopamine RECEPTOR D1,8IRR,COc1cc(CCN(C)Cc2cccc(O)c2OC)ccc1O,Ki,3111,5.507099989
Dopamine RECEPTOR D1,8IRR,FC1(F)Oc2cccc(CN3CCN(CC3)C3=Nc4cc(Cl)ccc4Nc4ccccc34)c2O1,Ki,3106,5.507798549
Dopamine RECEPTOR D1,8IRR,CCCc1cc2[C@@H]3[C@H](CCc4cc(O)c(O)cc34)NCc2s1,Ki,3050,5.515700161
Dopamine RECEPTOR D1,8IRR,CN1CCc2cc(O)ccc2C1Cc1ccccc1C,Ki,3019,5.520136887
Dopamine RECEPTOR D1,8IRR,OC1(CC2CCC(C1)N2Cc1csc2ccccc12)c1ccc(Cl)cc1,Ki,3000,5.522878745
Dopamine RECEPTOR D1,8IRR,COc1ccccc1CCN1C2C3C4C5C3C1(O)C1C5CC4C21,Ki,2979,5.525929497
Dopamine RECEPTOR D1,8IRR,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Ki,2964,5.528121801
Dopamine RECEPTOR D1,8IRR,CN1CCc2cc(N)cc-3c2[C@H]1Cc1cccc(N)c-31,Ki,2920,5.534617149
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4cc(I)ccc4o3)CC2)c1Cl,Ki,2920,5.534617149
Dopamine RECEPTOR D1,8IRR,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,2920,5.534617149
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccn1)CC1CC1c1cccc(F)c1,Ki,2906,5.53670439
Dopamine RECEPTOR D1,8IRR,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@H]2CCc3c(O)cccc3C2)nn1,Ki,2900,5.537602002
Dopamine RECEPTOR D1,8IRR,COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc1ccccc1,Ki,2900,5.537602002
Dopamine RECEPTOR D1,8IRR,O\N=C/c1cnn2ccc(NC(=O)CCCN3CCN(CC3)c3cccc(Cl)c3Cl)cc12,Ki,2900,5.537602002
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1Cl,Ki,2900,5.537602002
Dopamine RECEPTOR D1,8IRR,CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccc(I)cc2)CC1,Ki,2830,5.548213564
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4CCc5ccc(CCc3cc4)cc5)CC2)c1Cl,Ki,2800,5.552841969
Dopamine RECEPTOR D1,8IRR,COc1cc(CCNCCc2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1,Ki,2800,5.552841969
Dopamine RECEPTOR D1,8IRR,COc1cc(CCNC[C@@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc1ccccc1,Ki,2800,5.552841969
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCCOc2ccn3nccc3c2)CC1,Ki,2800,5.552841969
Dopamine RECEPTOR D1,8IRR,CN1CC(CC2C1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)C3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,Ki,2779,5.556111453
Dopamine RECEPTOR D1,8IRR,C(CN1CCN(CC1)c1ccccn1)Cc1nc2ccccc2s1,Ki,2736,5.562883907
Dopamine RECEPTOR D1,8IRR,CCCN1CCc2cccc-3c2[C@H]1Cc1cccc(OCc2cn(CCCCN4CCN(CC4)c4ccccc4OC)nn2)c-31,Ki,2700,5.568636236
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,Ki,2700,5.568636236
Dopamine RECEPTOR D1,8IRR,CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1,Ki,2700,5.568636236
Dopamine RECEPTOR D1,8IRR,C[NH+](C)C1CCc2cc(O)c(O)cc2C1,Ki,2692,5.569924944
Dopamine RECEPTOR D1,8IRR,OC(c1ccccc1)c1ccccc1OCCN1CCCC1,Ki,2621,5.581532979
Dopamine RECEPTOR D1,8IRR,CNc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccccc2)[C@H]1C,Ki,2602,5.584692708
Dopamine RECEPTOR D1,8IRR,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@H]2COC(=CC2)C#C)nn1,Ki,2600,5.585026652
Dopamine RECEPTOR D1,8IRR,CCCN(CCNC(=O)\N=N\c1cc(F)c(F)c(F)c1)C1Cc2ccccc2C1,Ki,2600,5.585026652
Dopamine RECEPTOR D1,8IRR,FC(F)(F)Oc1cccc(CN2CCN(CC2)C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc23)c1,Ki,2568,5.590404981
Dopamine RECEPTOR D1,8IRR,CN1CCc2c3[C@H]1Cc1ccc(O)c(O)c1-c3cc1nc(N)sc21,Ki,2520,5.598599459
Dopamine RECEPTOR D1,8IRR,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCCCCNC(=O)\N=C(/N)NCCCc1nnc(N)s1,Ki,2455,5.609948504
Dopamine RECEPTOR D1,8IRR,CCCN1CCc2cccc-3c2[C@H]1Cc1cccc(OC(=O)NCc2ccccc2)c-31,Ki,2400,5.619788758
Dopamine RECEPTOR D1,8IRR,Clc1ccc(cc1)N1CCN(CCCCC2C(=O)Nc3ccccc23)CC1,Ki,2400,5.619788758
Dopamine RECEPTOR D1,8IRR,Fc1ccc(CN2CCCC22CCN(Cc3cc4ccc(Cl)cc4[nH]3)C2)cc1F,Ki,2373,5.624702262
Dopamine RECEPTOR D1,8IRR,COc1ccc2C(Cc3ccccc3C)N(C)CCc2c1,Ki,2349,5.629116983
Dopamine RECEPTOR D1,8IRR,Cc1cc(Oc2nccc3occc23)ccc1-c1cncc2ncnn12,Ki,2346,5.629671992
Dopamine RECEPTOR D1,8IRR,FC(F)(F)c1ccc(OCCCN2CCN(CC2)c2ccccn2)cc1,Ki,2344,5.630042393
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccn1)C[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,Ki,2344,5.630042393
Dopamine RECEPTOR D1,8IRR,NCCc1ccc(O)c(O)c1,Ki,2340,5.630784143
Dopamine RECEPTOR D1,8IRR,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCC(=O)Nc12,Ki,2300,5.638272164
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCCNC(=O)c2cccn3nccc23)CC1,Ki,2300,5.638272164
Dopamine RECEPTOR D1,8IRR,Cn1nccc1-c1ccc(Oc2nccc3occc23)cc1,Ki,2242,5.649364392
Dopamine RECEPTOR D1,8IRR,CCCN(CCNC(=O)\C=C\c1ccc(F)cc1)C1Cc2ccccc2C1,Ki,2200,5.657577319
Dopamine RECEPTOR D1,8IRR,CN1CCc2cc(Sc3ccccc3)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31,Ki,2200,5.657577319
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCNC(=O)c2cnn3ccccc23)CC1,Ki,2200,5.657577319
Dopamine RECEPTOR D1,8IRR,Cl.Cl.C[C@@H](NC(=O)\N=C(/N)NCCCc1ncn[nH]1)c1ccccc1,Ki,2188,5.659952682
Dopamine RECEPTOR D1,8IRR,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,Ki,2172,5.663140179
Dopamine RECEPTOR D1,8IRR,COc1ccc2C3N(CCc4ccccc34)CCc2c1,Ki,2116,5.674484337
Dopamine RECEPTOR D1,8IRR,C1Cc2[nH]c3ccccc3c2C2N1CCc1ccccc21,Ki,2101,5.677573948
Dopamine RECEPTOR D1,8IRR,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,2100,5.677780705
Dopamine RECEPTOR D1,8IRR,CCCN(CCCCOc1ccc2ccnn2c1)[C@H]1CCc2c(O)cccc2C1,Ki,2100,5.677780705
Dopamine RECEPTOR D1,8IRR,CN1CCc2c(Cl)c(O)c(O)c(Cl)c2C(C1)c1ccccc1,Ki,2100,5.677780705
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1Cl,Ki,2100,5.677780705
Dopamine RECEPTOR D1,8IRR,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,2100,5.677780705
Dopamine RECEPTOR D1,8IRR,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,Ki,2070,5.684029655
Dopamine RECEPTOR D1,8IRR,CN1CCCc2cc(O)ccc2Cc2ccccc2C1,Ki,2070,5.684029655
Dopamine RECEPTOR D1,8IRR,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,Ki,2020,5.694648631
Dopamine RECEPTOR D1,8IRR,CCCN1CCc2cccc-3c2C1Cc1cccc(OCc2cn(CCCN4CCN(CC4)c4cccc(Cl)c4Cl)nn2)c-31,Ki,2007,5.697452628
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccnn3c2)CC1,Ki,2000,5.698970004
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3o2)CC1,Ki,2000,5.698970004
Dopamine RECEPTOR D1,8IRR,Cl.CCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1cc(Cl)ccc1OC,Ki,1981,5.703115524
Dopamine RECEPTOR D1,8IRR,COc1cc2CCN(Cc3ccccc3CNC(=O)c3ccc(I)c(OC)c3)Cc2cc1O,Ki,1970,5.705533774
Dopamine RECEPTOR D1,8IRR,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc(cc12)[S@](C)=O,Ki,1963,5.7070797
Dopamine RECEPTOR D1,8IRR,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc(cc12)[S@](C)=O,Ki,1963,5.7070797
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,Ki,1960,5.707743929
Dopamine RECEPTOR D1,8IRR,CCN(CC)CCOc1ccccc1Cc1ccccc1,Ki,1959,5.707965564
Dopamine RECEPTOR D1,8IRR,COc1c(OCCF)cccc1C(=O)C1CCN(CCc2ccc(C)cc2)CC1,Ki,1930,5.714442691
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCSc1nnc(-c2ccccc2)n1C)CC1CC1c1cc(Cl)ccc1OC,Ki,1918,5.717151397
Dopamine RECEPTOR D1,8IRR,CCCN1CCc2cccc-3c2C1Cc1cccc(OCCCn2cc(CCCCN4CCN(CC4)c4ccccc4OC)nn2)c-31,Ki,1900,5.721246399
Dopamine RECEPTOR D1,8IRR,Fc1ccc2NC(=O)C(CCCCN3CCN(CC3)c3ccccc3)c2c1,Ki,1900,5.721246399
Dopamine RECEPTOR D1,8IRR,Clc1ccc(cc1)N1CCN(CCCCc2nc3ccccc3s2)CC1,Ki,1897,5.721932669
Dopamine RECEPTOR D1,8IRR,C1Cc2ccccc2C2N1CCc1cccc3[nH]cc2c13,Ki,1836,5.736127323
Dopamine RECEPTOR D1,8IRR,Cc1ncnc(C)c1-c1ccc(Oc2nccn3nccc23)cc1C#N,Ki,1820,5.739928612
Dopamine RECEPTOR D1,8IRR,Oc1ccc(cc1)C1CNCCc2c(Cl)c(O)c(O)cc12,Ki,1818,5.740406121
Dopamine RECEPTOR D1,8IRR,OC(=O)c1ccccc1C(=O)Nc1cccc2ccccc12,Ki,1816,5.740884156
Dopamine RECEPTOR D1,8IRR,CC1(C(=O)Nc2cc(Cl)cc(Cl)c2C1=O)c1cccc(O)c1,Ki,1810,5.742321425
Dopamine RECEPTOR D1,8IRR,COc1cc2CCN(CCCCNC(=O)c3ccnc4ccccc34)Cc2cc1O,Ki,1810,5.742321425
Dopamine RECEPTOR D1,8IRR,CN1CCN(CC1)c1ccc2CN(Cc2c1)C(=O)OCc1ccccc1,Ki,1804,5.743763467
Dopamine RECEPTOR D1,8IRR,CCCN(CCCCOc1ccn2ncc(\C=N/O)c2c1)[C@H]1CCc2c(O)cccc2C1,Ki,1800,5.744727495
Dopamine RECEPTOR D1,8IRR,COc1c(OCCF)cccc1C(O)C1CCN(CCc2ccc(C)cc2)CC1,Ki,1759,5.754734161
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccn1)CC1CC1c1cc(F)ccc1OC,Ki,1758,5.754981129
Dopamine RECEPTOR D1,8IRR,Cc1noc2ccnc(Oc3ccc(c(C)c3)-c3c(C)ncc(=O)n3C)c12,Ki,1730,5.761953897
Dopamine RECEPTOR D1,8IRR,Cc1noc2ccnc(Oc3ccc(c(C)c3)-c3c(C)ncc(=O)n3C)c12,Ki,1730,5.761953897
Dopamine RECEPTOR D1,8IRR,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3cc4ccccc4s3)CC2)c1Cl,Ki,1730,5.761953897
Dopamine RECEPTOR D1,8IRR,COc1ccc2CCc3ccccc3CN(C)CCc2c1,Ki,1727,5.762707662
Dopamine RECEPTOR D1,8IRR,Cl.CCN(CCCSc1nnc(-c2ccccc2)n1C)CC1CC1c1cc(F)ccc1OC,Ki,1725,5.763210901
Dopamine RECEPTOR D1,8IRR,Cl.CCCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1ccc(cc1)C(F)(F)F,Ki,1711,5.76674999
Dopamine RECEPTOR D1,8IRR,OC1(CC2CCC(C1)N2Cc1c[nH]c2ccccc12)c1ccc(Cl)c(Cl)c1,Ki,1710,5.76700389
Dopamine RECEPTOR D1,8IRR,Clc1ccc(cc1)N1CCN(CCC2Cc3ccccc3C2=O)CC1,Ki,1701,5.769295686
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCc2cn(nn2)-c2ccn3nccc3c2)CC1,Ki,1700,5.769551079
Dopamine RECEPTOR D1,8IRR,COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3nccc3c2)CC1,Ki,1700,5.769551079
Dopamine RECEPTOR D1,8IRR,CC(C)(C)n1nccc1-c1ccc(Oc2nccc3occc23)cc1,Ki,1680,5.774690718
