protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D3,8IRT,C([C@H]1CNC(=N1)c1ccccc1)N1CCN(CC1)c1ccccc1,Ki,9000,5.045757491
Dopamine RECEPTOR D3,8IRT,C([C@H]1CNC(=N1)c1ccccc1)N1CCN(CC1)c1ccccc1,Ki,9000,5.045757491
Dopamine RECEPTOR D3,8IRT,N#CC(CCNCCc1ccccc1)(c1ccccc1)c1ccccc1,Ki,8960,5.04769199
Dopamine RECEPTOR D3,8IRT,OC(=O)C(O)=O.C(CN1CCN(CC1)c1ccccc1)Cn1cnc2ccccc12,Ki,8913,5.049976093
Dopamine RECEPTOR D3,8IRT,CC(C)[NH2+]Cc1ccc(o1)-c1ccccc1,Ki,8886,5.051293691
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cn3ccccc3n2)CC1,Ki,8800,5.055517328
Dopamine RECEPTOR D3,8IRT,CCN(CC)[C@H]1[C@H](CO)[C@@H]2CN(Cc3ccccc3)[C@H]([C@H]12)c1ccccn1,Ki,8800,5.055517328
Dopamine RECEPTOR D3,8IRT,C[NH+](CCOc1cccc(F)c1)CC(O)c1c(F)cccc1F,Ki,8736,5.058687375
Dopamine RECEPTOR D3,8IRT,C(N1CCC(CC1)n1cccc1C#Cc1ccccc1)c1ccccc1,Ki,8700,5.060480747
Dopamine RECEPTOR D3,8IRT,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2csc3ccccc23)nc1,Ki,8700,5.060480747
Dopamine RECEPTOR D3,8IRT,COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1,Ki,8700,5.060480747
Dopamine RECEPTOR D3,8IRT,FCCOc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,8700,5.060480747
Dopamine RECEPTOR D3,8IRT,CC(C)(C)[NH2+]Cc1ccc(o1)-c1ccccc1,Ki,8672,5.061880731
Dopamine RECEPTOR D3,8IRT,CCCN1CCO[C@H]2[C@H]1COc1ccc(OCCCCNC(=O)c3cc4cccnc4[nH]3)cc21,Ki,8660,5.062482108
Dopamine RECEPTOR D3,8IRT,CCCN(CCC)[C@H]1CCn2cc(CO)cc2C1,Ki,8600,5.065501549
Dopamine RECEPTOR D3,8IRT,C(N1CCN(Cc2ccccc2)CC1)c1coc(n1)-c1ccccc1,Ki,8400,5.075720714
Dopamine RECEPTOR D3,8IRT,OC(=O)C(O)=O.COc1ccc(cc1)N1CCN(CCCN2C(=O)CCc3ccccc23)CC1,Ki,8318,5.079981084
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,8300,5.080921908
Dopamine RECEPTOR D3,8IRT,Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F,Ki,8100,5.091514981
Dopamine RECEPTOR D3,8IRT,CCN(CC)[C@@H]1[C@@H](CO)[C@H]2CN(Cc3ccccc3)[C@@H]([C@@H]12)c1ccc(Br)cc1,Ki,7930,5.100726813
Dopamine RECEPTOR D3,8IRT,C#Cc1cccn1C1CCN(Cc2ccccc2)CC1,Ki,7900,5.102372909
Dopamine RECEPTOR D3,8IRT,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,Ki,7900,5.102372909
Dopamine RECEPTOR D3,8IRT,C(CN1CCCCC1)Oc1ccccc1Cc1ccccc1,Ki,7804,5.107682739
Dopamine RECEPTOR D3,8IRT,C[NH+](C)[C@H](CNC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O)c1ccco1,Ki,7771,5.109523091
Dopamine RECEPTOR D3,8IRT,C[Si](C)(C)C#Cc1cccn1C1CCN(Cc2ccccc2)CC1,Ki,7700,5.113509275
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,Ki,7700,5.113509275
Dopamine RECEPTOR D3,8IRT,Clc1ccc(Nc2nc3ccccc3c3[nH]c(nc23)C2CCCCCCCCCCC2)cc1Cl,Ki,7630,5.117475462
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc[nH]c2C=C(C#N)C#N)CC1,Ki,7600,5.119186408
Dopamine RECEPTOR D3,8IRT,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCOCCF)nn2)CC1,Ki,7600,5.119186408
Dopamine RECEPTOR D3,8IRT,Oc1ccc(Br)cc1-c1nc(CN2CCN(CC2)c2ccccc2)co1,Ki,7600,5.119186408
Dopamine RECEPTOR D3,8IRT,CCCN(CCC)[C@@H]1CCn2c(CO)ccc2C1,Ki,7400,5.13076828
Dopamine RECEPTOR D3,8IRT,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(CC2)c2ccccc2)CCN1,Ki,7400,5.13076828
Dopamine RECEPTOR D3,8IRT,C[NH+](CCCOc1ccccc1)CC(=O)N1CCc2ccccc12,Ki,7213,5.141884068
Dopamine RECEPTOR D3,8IRT,COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1,Ki,7200,5.142667504
Dopamine RECEPTOR D3,8IRT,COc1ccc2nc(CCCN3CCC(CC3)c3ccccn3)sc2c1,Ki,7200,5.142667504
Dopamine RECEPTOR D3,8IRT,Fc1cccc(CN[C@@H]2C3C4CC5C6CC(C3C46)C25)c1,Ki,7155,5.145390362
Dopamine RECEPTOR D3,8IRT,N#CC(=Cc1ccn(c1)C1CCN(Cc2ccccc2)CC1)C#N,Ki,7000,5.15490196
Dopamine RECEPTOR D3,8IRT,N#CC(=Cc1[nH]ccc1CN1CCN(CC1)c1ccccc1)C#N,Ki,6950,5.158015195
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2c[nH]c(C=C(C#N)C#N)c2)CC1,Ki,6950,5.158015195
Dopamine RECEPTOR D3,8IRT,Oc1ccc2Cc3ccccc3CCNCCCc2c1,Ki,6896,5.161402747
Dopamine RECEPTOR D3,8IRT,CCCCc1nc2cc(ccc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)S(=O)(=O)NC(C)C,Ki,6860,5.163675884
Dopamine RECEPTOR D3,8IRT,COc1ccsc1CNCC[C@]1(CCOC2(CCCC2)C1)c1ccccn1,Ki,6860,5.163675884
Dopamine RECEPTOR D3,8IRT,CC(C)(CO)[NH2+]Cc1ccc(o1)-c1ccc(F)c(Cl)c1,Ki,6805,5.16717187
Dopamine RECEPTOR D3,8IRT,C(N1CCC(CC1)n1ccc(c1)-c1cnco1)c1ccccc1,Ki,6800,5.167491087
Dopamine RECEPTOR D3,8IRT,OC(=O)c1cc(-c2ccc(cc2)C2CCNCC2)c2ccc(cc2c1)-c1ccc(cc1)C(F)(F)F,Ki,6790,5.168130226
Dopamine RECEPTOR D3,8IRT,Cc1c(oc2ccccc12)C(=O)N(CCCN1CCCCC1)c1ccccc1,Ki,6739,5.171404544
Dopamine RECEPTOR D3,8IRT,CC1CCN(Cc2c[nH]c3ccccc23)CC1,Ki,6700,5.173925197
Dopamine RECEPTOR D3,8IRT,Ic1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,6700,5.173925197
Dopamine RECEPTOR D3,8IRT,CCCCN1CCC2(CCN(C2)c2ccccc2OC)CC1,Ki,6647,5.177374321
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnc3ncccn23)CC1,Ki,6600,5.180456064
Dopamine RECEPTOR D3,8IRT,Cc1cccc(NC(=O)CN2CCN(CC2)c2ccccn2)c1,Ki,6480,5.188424994
Dopamine RECEPTOR D3,8IRT,C[C@H]1CO[C@@H](CN1CCCCNC(=O)c1cc2ccccc2[nH]1)c1ccc(N)nc1,Ki,6470,5.189095719
Dopamine RECEPTOR D3,8IRT,COc1ccccc1C1(O)CC2CCC(C1)N2Cc1c[nH]c2ccccc12,Ki,6410,5.19314197
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ccc(cc23)C#N)CC1,Ki,6400,5.193820026
Dopamine RECEPTOR D3,8IRT,CN[C@@H]1Cc2cccc3[nH]c(=O)n(C1)c23,Ki,6330,5.19859629
Dopamine RECEPTOR D3,8IRT,CN[C@@H]1Cc2cccc3[nH]c(=O)n(C1)c23,Ki,6330,5.19859629
Dopamine RECEPTOR D3,8IRT,COc1ccc(cc1)N1CCN(CCCCNC(=O)c2ccc3nonc3c2)CC1,Ki,6217,5.206419133
Dopamine RECEPTOR D3,8IRT,FC(F)(F)c1cc(Oc2nccc3ccsc23)ccc1-c1cccc2nccn12,Ki,6200,5.207608311
Dopamine RECEPTOR D3,8IRT,CN1CCCc2cc(O)ccc2Cc2ccccc2CC1,Ki,6122,5.213106675
Dopamine RECEPTOR D3,8IRT,COc1ccccc1N1CCN(Cc2c(C)[nH]c3nc(ncc23)N(C)C)CC1,Ki,6100,5.214670165
Dopamine RECEPTOR D3,8IRT,Clc1nccc2c(CN3CCN(CC3)c3ccccc3)c[nH]c12,Ki,6100,5.214670165
Dopamine RECEPTOR D3,8IRT,C(NC1CCN(Cc2ccccc2)CC1)c1coc(n1)-c1ccccc1,Ki,6100,5.214670165
Dopamine RECEPTOR D3,8IRT,CCN(CC)CCOCCOC1(CCCC1)c1ccccc1,Ki,6100,5.214670165
Dopamine RECEPTOR D3,8IRT,CCCN1CCO[C@H]2[C@H]1COc1ccc(OCCCCNC(=O)c3cc4ccccc4o3)cc21,Ki,6010,5.221125528
Dopamine RECEPTOR D3,8IRT,Cl.Fc1ccc(CCCCN2CCc3ccccc3C2)cc1,Ki,6007,5.221342368
Dopamine RECEPTOR D3,8IRT,Cc1cccc(NC(=O)CN2CCN(CC2)c2ncccn2)c1,Ki,5990,5.222573178
Dopamine RECEPTOR D3,8IRT,COc1cc(CN2CCN(CC2)c2ccc3OCCOc3c2)ccc1F,Ki,5900,5.229147988
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3c(C=O)cccc23)CC1,Ki,5900,5.229147988
Dopamine RECEPTOR D3,8IRT,N#Cc1ccc2CNCCc2c1,Ki,5890,5.229884705
Dopamine RECEPTOR D3,8IRT,COc1c(cc(Br)c2ccccc12)-c1nc(CNC[C@@H]2CCN(Cc3ccccc3)C2)co1,Ki,5850,5.232844134
Dopamine RECEPTOR D3,8IRT,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,Ki,5723,5.242376254
Dopamine RECEPTOR D3,8IRT,COc1ccccc1N1CCN(Cc2cn(nn2)-c2ccc(OCCCOC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3F)cc2)CC1,Ki,5700,5.244125144
Dopamine RECEPTOR D3,8IRT,Fc1ccc(cc1)-c1cccc2c(CN3CCN(CC3)c3ccc(Cl)cc3)cnn12,Ki,5700,5.244125144
Dopamine RECEPTOR D3,8IRT,O[C@H]1[C@@H]2CCC[C@]1(CCN2CCCCNC(=O)c1cc2ccccc2[nH]1)c1cccc(O)c1,Ki,5630,5.249491605
Dopamine RECEPTOR D3,8IRT,CCCN1CCO[C@@H]2[C@@H]1COc1ccc(O)cc21,Ki,5620,5.250263684
Dopamine RECEPTOR D3,8IRT,Fc1ccc(cc1)N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,Ki,5600,5.251811973
Dopamine RECEPTOR D3,8IRT,Oc1ccc2OC[C@H]3[C@@H](OCCN3CCCCNC(=O)c3cc4ccccc4[nH]3)c2c1,Ki,5540,5.256490235
Dopamine RECEPTOR D3,8IRT,COc1ccc2onc(N3CCN(CCCCNC(=O)c4cccc(c4)-n4ccnc4)CC3)c2c1,Ki,5539,5.256568635
Dopamine RECEPTOR D3,8IRT,C(N1CCN(CC1)C1CCCCC1)c1cnn2ccccc12,Ki,5500,5.259637311
Dopamine RECEPTOR D3,8IRT,OC(CN1CCC(CC1)NCC[S+]([O-])C(c1ccc(F)cc1)c1ccc(F)cc1)Cc1ccccc1,Ki,5500,5.259637311
Dopamine RECEPTOR D3,8IRT,OC1(Cc2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,Ki,5480,5.261219442
Dopamine RECEPTOR D3,8IRT,COc1cccc(CCN2C3C4C5C6C4C2(O)C2C6CC5C32)c1OC,Ki,5466,5.262330373
Dopamine RECEPTOR D3,8IRT,CC(C)(C)[NH2+]Cc1ccc(o1)-c1ccccc1Cl,Ki,5456,5.263125638
Dopamine RECEPTOR D3,8IRT,CN(C)[C@@H](CNC(=O)NC[C@H]1Cc2ccccc12)CC1CCCCC1,Ki,5400,5.26760624
Dopamine RECEPTOR D3,8IRT,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccc(Cl)cc1,Ki,5380,5.269217724
Dopamine RECEPTOR D3,8IRT,FC(F)(F)c1cc(N2CCN(CCCCNC(=O)N3CCC(CC3)c3ccccc3)CC2)c2ccccc2n1,Ki,5318,5.274251667
Dopamine RECEPTOR D3,8IRT,FC(F)(F)c1cc(N2CCN(CCCCNC(=O)N3CCC(CC3)c3ccccc3)CC2)c2ccccc2n1,Ki,5318,5.274251667
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnc3ccccn23)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,OC[C@H]1[C@H]2CN(Cc3ccccc3)[C@@H]([C@H]2[C@@H]1N1CCCCC1)c1ccccc1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,Ki,5300,5.27572413
Dopamine RECEPTOR D3,8IRT,Clc1ccc(Nc2nc3ccccc3c3[nH]c(nc23)C2CCCCCCCCCC2)cc1Cl,Ki,5280,5.277366077
Dopamine RECEPTOR D3,8IRT,N#CC(=Cc1ccc(CN2CCN(CC2)c2ccccc2)[nH]1)C#N,Ki,5250,5.279840697
Dopamine RECEPTOR D3,8IRT,C(N1CCN(Cc2ccccc2)CC1)c1csc(n1)-c1ccccc1,Ki,5250,5.279840697
Dopamine RECEPTOR D3,8IRT,Fc1ccc(cc1)C(SCCNC1CCN(CC1)C(=O)c1ccc(F)cc1)c1ccc(F)cc1,Ki,5230,5.281498311
Dopamine RECEPTOR D3,8IRT,Fc1cccc(CCN[C@@H]2C3C4CC5C6CC(C3C46)C25)c1,Ki,5215,5.282745687
Dopamine RECEPTOR D3,8IRT,COc1ccc2C[C@@H]3N(C)CCc4cc5OCOc5c(c34)-c2c1O,Ki,5200,5.283996656
Dopamine RECEPTOR D3,8IRT,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(CC2)c2ccccc2)CO1,Ki,5200,5.283996656
Dopamine RECEPTOR D3,8IRT,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(CC2)c2ccccc2)CO1,Ki,5200,5.283996656
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccc4ccccc4c23)CC1,Ki,5200,5.283996656
Dopamine RECEPTOR D3,8IRT,Fc1ccc(cc1)N1CCN(Cc2c[nH]c3ccc(cc23)C#N)CC1,Ki,5200,5.283996656
Dopamine RECEPTOR D3,8IRT,N#CC(=Cc1cccn1C1CCN(Cc2ccccc2)CC1)C#N,Ki,5100,5.292429824
Dopamine RECEPTOR D3,8IRT,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCF)nn2)CC1,Ki,5100,5.292429824
Dopamine RECEPTOR D3,8IRT,Cn1c(CN2CCN(CC2)c2ncc(cc2Cl)C(F)(F)F)nc2ccccc12,Ki,5012,5.299988938
Dopamine RECEPTOR D3,8IRT,N\C(NC1CCc2nc(N)sc2C1)=N/C(=O)NCc1ccccc1,Ki,5012,5.299988938
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,5000,5.301029996
Dopamine RECEPTOR D3,8IRT,CSc1ccc(cc1)C1(O)CCN(Cc2c[nH]c3ncccc23)CC1,Ki,4938,5.306448914
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2ccc3ccnn3c2)CC1,Ki,4900,5.30980392
Dopamine RECEPTOR D3,8IRT,COc1cc(CN2CCN(CC2)c2ccc(Cl)cc2)ccc1OCCF,Ki,4900,5.30980392
Dopamine RECEPTOR D3,8IRT,COc1ccc(nc1)C1CCN(CCCc2nc3ccccc3s2)CC1,Ki,4860,5.313363731
Dopamine RECEPTOR D3,8IRT,COc1ccccc1N1CCC11CN(CCCSc2nnc(-c3ccccc3)n2C)C1,Ki,4790,5.319664487
Dopamine RECEPTOR D3,8IRT,CC(C)NCC(O)c1ccc(O)c(O)c1,Ki,4700,5.327902142
Dopamine RECEPTOR D3,8IRT,CCCCCCCCCCC[C@@H]1CCN[C@@H](C1)C(=O)NCC(O)CO,Ki,4700,5.327902142
Dopamine RECEPTOR D3,8IRT,Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,Ki,4700,5.327902142
Dopamine RECEPTOR D3,8IRT,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2C[C@H]1CO,Ki,4676,5.330125498
Dopamine RECEPTOR D3,8IRT,CCN(CC)CCOc1ccccc1Cc1ccccc1,Ki,4667,5.330962199
Dopamine RECEPTOR D3,8IRT,C(CN1CCCC1)Nc1ccccc1Cc1ccccc1,Ki,4654,5.332173621
Dopamine RECEPTOR D3,8IRT,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,Ki,4603,5.336959025
Dopamine RECEPTOR D3,8IRT,CCCN(CCN1CCN(Cc2cc3ccccc3[nH]2)CC1)Cc1ccc(OC)cc1,Ki,4600,5.337242168
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3c(cccc23)C#C)CC1,Ki,4600,5.337242168
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(CCC2Cc3ccccc3C2=O)CC1,Ki,4534,5.343518484
Dopamine RECEPTOR D3,8IRT,Cc1cccc(NC(=O)CCN2CCN(CC2)c2ncccn2)c1,Ki,4530,5.343901798
Dopamine RECEPTOR D3,8IRT,CCCN1CCc2cccc-3c2C1Cc1cccc(OCCCNCCCO)c-31,Ki,4514,5.345438445
Dopamine RECEPTOR D3,8IRT,C(N1CCC(=CC1)c1nc2ccccc2o1)c1ccccc1,Ki,4500,5.346787486
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,Ki,4500,5.346787486
Dopamine RECEPTOR D3,8IRT,Cc1c(cnn1C1CCN(Cc2cccc(c2)C#N)CC1)-c1ccccc1,Ki,4400,5.356547324
Dopamine RECEPTOR D3,8IRT,C(N1CCC(=CC1)c1nc2ccccc2[nH]1)c1ccccc1,Ki,4400,5.356547324
Dopamine RECEPTOR D3,8IRT,N#Cc1ccc2[nH]cc(CN3CCN(CC3)c3ccccc3)c2c1,Ki,4400,5.356547324
Dopamine RECEPTOR D3,8IRT,CCCN(CCC)C1CCC(CC1)=C(C#C)C#C,Ki,4400,5.356547324
Dopamine RECEPTOR D3,8IRT,CCOC(=O)\C=C1/[C@@H]2CCC[C@]1(CCN2CC1CC1CCNC(=O)c1cc2ccccc2[nH]1)c1cccc(O)c1,Ki,4350,5.361510743
Dopamine RECEPTOR D3,8IRT,CC(=O)N1CCC(CC1)c1ccc(cc1)-c1cc(cc2cc(ccc12)-c1ccc(cc1)C(F)(F)F)C(O)=O,Ki,4310,5.36552273
Dopamine RECEPTOR D3,8IRT,Clc1ccc(cc1)-c1cc([nH]n1)C1CCN(Cc2cccc(Cl)c2)CC1,Ki,4300,5.366531544
Dopamine RECEPTOR D3,8IRT,COc1ccc(CNCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,Ki,4300,5.366531544
Dopamine RECEPTOR D3,8IRT,CCCN(CCC)[C@@H]1CCn2nccc2C1,Ki,4300,5.366531544
Dopamine RECEPTOR D3,8IRT,OC1(CCCN(Cc2c[nH]c3ccccc23)C1)c1ccc(Cl)cc1,Ki,4270,5.369572125
Dopamine RECEPTOR D3,8IRT,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,Ki,4270,5.369572125
Dopamine RECEPTOR D3,8IRT,Cc1nc2cc(C)nc(C)n2c1CN1CCN(CC1)c1ccccc1,Ki,4200,5.37675071
Dopamine RECEPTOR D3,8IRT,Oc1cc(CN2CCN(CC2)c2ccc3OCCOc3c2)ccc1F,Ki,4200,5.37675071
Dopamine RECEPTOR D3,8IRT,CN1c2cc(ccc2[S@@+]([O-])c2ccccc2C1=O)C(=O)NCCc1cccs1,Ki,4100,5.387216143
Dopamine RECEPTOR D3,8IRT,Fc1ccc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)cc1F,Ki,4079,5.389446295
Dopamine RECEPTOR D3,8IRT,Fc1ccc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)cc1F,Ki,4079,5.389446295
Dopamine RECEPTOR D3,8IRT,CC(C)(C)c1nc(cc(n1)C(F)(F)F)N1CCN(CCCCCN2C(=O)CCc3ccccc23)CC1,Ki,4054,5.392116256
Dopamine RECEPTOR D3,8IRT,OC1CCc2c(C1)c1ccccc1n2CCCN1CCN(CC1)c1ccccc1,Ki,4010,5.396855627
Dopamine RECEPTOR D3,8IRT,C[C@H](CCN1CCC(C)CC1)N(C)S(=O)(=O)c1cccc(C)c1,Ki,3981,5.400007822
Dopamine RECEPTOR D3,8IRT,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,Ki,3981,5.400007822
